Gene	g+t+	g+t-	g-t+	g-t-	sensitivity	specificity	odds_ratio	pval	qval	pval_empirical	contrasting	supporting	opposing	best	worst
OG0002966	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.04495504495504495	3	2	1	1.0	1.0
OG0003994	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.04495504495504495	3	2	1	1.0	1.0
OG0004422	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.04495504495504495	3	2	1	1.0	1.0
OG0003995	4	4	0	30	100.0	88.23529411764706	inf	0.0009483167377904166	0.1488857278330954	0.05094905094905095	2	2	0	0.5	0.5
OG0005868	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005217	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005277	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005881	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005880	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005835	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005870	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005869	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005863	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005858	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005857	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005856	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005852	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005850	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005849	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005871	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0004772	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06793206793206794	2	2	0	0.5	0.5
OG0005837	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06893106893106893	2	2	0	0.5	0.5
OG0005210	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06893106893106893	2	2	0	0.5	0.5
OG0005878	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06893106893106893	2	2	0	0.5	0.5
OG0005867	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06893106893106893	2	2	0	0.5	0.5
OG0005844	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06893106893106893	2	2	0	0.5	0.5
OG0003996	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06893106893106893	2	2	0	0.5	0.5
OG0005879	3	0	1	34	75.0	100.0	inf	0.00047415836889521415	0.07444286391654863	0.06893106893106893	2	2	0	0.5	0.5
OG0005244	4	0	0	34	100.0	100.0	inf	1.3547381968434722e-05	0.002126938969044251	0.07192807192807193	3	3	0	0.25	0.25
OG0005245	4	0	0	34	100.0	100.0	inf	1.3547381968434722e-05	0.002126938969044251	0.07192807192807193	3	3	0	0.25	0.25
OG0005246	4	0	0	34	100.0	100.0	inf	1.3547381968434722e-05	0.002126938969044251	0.07192807192807193	3	3	0	0.25	0.25
OG0005240	3	1	1	33	75.0	97.05882352941177	99.0	0.0018559913296755193	0.2913906387590565	0.07292707292707293	2	2	1	0.5	1.0
OG0004827	4	1	0	33	100.0	97.05882352941177	inf	6.773690984217284e-05	0.010634694845221136	0.08091908091908091	3	3	0	0.25	0.25
OG0001588	1	33	3	1	25.0	2.941176470588235	0.010101010101010102	0.0018559913296755193	0.2913906387590565	0.08291708291708291	3	1	2	1.0	1.0
OG0005265	3	1	1	33	75.0	97.05882352941177	99.0	0.0018559913296755193	0.2913906387590565	0.08491508491508491	3	2	1	1.0	1.0
OG0003648	4	6	0	28	100.0	82.35294117647058	inf	0.0028449502133712835	0.4466571834992915	0.0919080919080919	2	2	0	0.5	0.5
OG0004786	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.0959040959040959	2	2	1	0.5	1.0
OG0003368	4	7	0	27	100.0	79.41176470588235	inf	0.004470636049583445	0.7018898597846008	0.0969030969030969	2	2	0	0.5	0.5
OG0004789	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.10589410589410589	3	2	1	1.0	1.0
OG0004798	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.10589410589410589	3	2	1	1.0	1.0
OG0004794	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.10589410589410589	3	2	1	1.0	1.0
OG0004793	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.10589410589410589	3	2	1	1.0	1.0
OG0004792	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.10589410589410589	3	2	1	1.0	1.0
OG0004791	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.10589410589410589	3	2	1	1.0	1.0
OG0004790	3	2	1	32	75.0	94.11764705882352	48.0	0.004538372959425684	0.7125245546298323	0.10589410589410589	3	2	1	1.0	1.0
OG0003508	4	7	0	27	100.0	79.41176470588235	inf	0.004470636049583445	0.7018898597846008	0.11988011988011989	3	3	0	0.25	0.25
OG0004013	4	4	0	30	100.0	88.23529411764706	inf	0.0009483167377904166	0.1488857278330954	0.12387612387612387	3	3	0	0.25	0.25
OG0003665	4	6	0	28	100.0	82.35294117647058	inf	0.0028449502133712835	0.4466571834992915	0.27672327672327673	2	2	0	0.5	0.5
OG0003663	4	6	0	28	100.0	82.35294117647058	inf	0.0028449502133712835	0.4466571834992915	0.27672327672327673	2	2	0	0.5	0.5
OG0003662	4	6	0	28	100.0	82.35294117647058	inf	0.0028449502133712835	0.4466571834992915	0.27672327672327673	2	2	0	0.5	0.5
OG0003684	4	6	0	28	100.0	82.35294117647058	inf	0.0028449502133712835	0.4466571834992915	0.27672327672327673	2	2	0	0.5	0.5
OG0003661	4	6	0	28	100.0	82.35294117647058	inf	0.0028449502133712835	0.4466571834992915	0.27672327672327673	2	2	0	0.5	0.5
OG0003685	4	6	0	28	100.0	82.35294117647058	inf	0.0028449502133712835	0.4466571834992915	0.27672327672327673	2	2	0	0.5	0.5
OG0003666	4	6	0	28	100.0	82.35294117647058	inf	0.0028449502133712835	0.4466571834992915	0.27672327672327673	2	2	0	0.5	0.5
